Carro;Piloto;Time of Day;Lap;Lap Tm;Lap Tm (Segundos);Speed;S1;S1 Tm;S2;S2 Tm;S3;S3 Tm;SPT;SPT Tm;Stint;Tipo_Volta;Outlier
6;6 - HELIO CASTRONEVES - Stock Car Pro;13:29:10.472;12,0;1:28.217;88,217;135,892;0,0;29.858;0,0;21.438;0,0;36.921;144,8;0.793;3;Push;False
6;6 - HELIO CASTRONEVES - Stock Car Pro;13:30:32.731;13,0;1:22.259;82,259;145,735;0,0;25.564;0,0;20.325;0,0;36.370;205,4;0.559;3;Push;False
7;7 - SERGIO SETTE CAMARA - Stock Car Pro;13:37:18.739;1,0;1:36.445;96,445;124,299;;;0,0;22.199;0,0;42.157;;;1;Push;True
7;7 - SERGIO SETTE CAMARA - Stock Car Pro;13:38:46.450;2,0;1:27.711;87,711;136,676;0,0;25.834;0,0;24.271;0,0;37.606;205,4;0.559;1;Push;True
7;7 - SERGIO SETTE CAMARA - Stock Car Pro;13:40:09.263;3,0;1:22.813;82,813;144,76;0,0;25.581;0,0;20.581;0,0;36.651;206,5;0.556;1;Push;False
7;7 - SERGIO SETTE CAMARA - Stock Car Pro;13:41:37.787;4,0;1:28.524;88,524;135,421;0,0;25.776;0,0;21.138;0,0;41.610;206,9;0.555;1;Push;True
7;7 - SERGIO SETTE CAMARA - Stock Car Pro;13:43:00.744;5,0;1:22.957;82,957;144,509;0,0;25.556;0,0;20.713;0,0;36.688;207,3;0.554;1;Push;False
7;7 - SERGIO SETTE CAMARA - Stock Car Pro;13:44:23.715;6,0;1:22.971;82,971;144,484;0,0;25.702;0,0;20.506;0,0;36.763;207,3;0.554;1;Push;False
7;7 - SERGIO SETTE CAMARA - Stock Car Pro;13:45:46.630;7,0;1:22.915;82,915;144,582;0,0;25.643;0,0;20.575;0,0;36.697;207,3;0.554;1;Push;False
7;7 - SERGIO SETTE CAMARA - Stock Car Pro;13:51:44.548;8,0;5:57.918;357,918;33,494;0,0;25.694;0,0;20.600;;;206,5;0.556;1;In-Lap/Garage;True
7;7 - SERGIO SETTE CAMARA - Stock Car Pro;13:53:18.933;9,0;1:34.385;94,385;127,012;;;0,0;21.262;0,0;42.516;;;2;Out-Lap;True
7;7 - SERGIO SETTE CAMARA - Stock Car Pro;13:54:42.777;10,0;1:23.844;83,844;142,98;0,0;25.701;0,0;20.489;0,0;37.654;207,3;0.554;2;Push;False
7;7 - SERGIO SETTE CAMARA - Stock Car Pro;13:57:38.992;11,0;2:56.215;176,215;68,031;0,0;25.642;0,0;20.617;;;206,5;0.556;2;In-Lap/Garage;True
7;7 - SERGIO SETTE CAMARA - Stock Car Pro;13:59:12.710;12,0;1:33.718;93,718;127,916;;;0,0;21.658;0,0;38.686;;;3;Out-Lap;True
7;7 - SERGIO SETTE CAMARA - Stock Car Pro;14:00:41.546;13,0;1:28.836;88,836;134,945;0,0;26.578;0,0;20.829;0,0;41.429;188,9;0.608;3;Push;False
7;7 - SERGIO SETTE CAMARA - Stock Car Pro;14:02:12.150;14,0;1:30.604;90,604;132,312;0,0;25.966;0,0;20.818;0,0;43.820;207,7;0.553;3;Push;False
7;7 - SERGIO SETTE CAMARA - Stock Car Pro;14:03:33.292;15,0;1:21.142;81,142;147,741;0,0;25.068;0,0;20.077;0,0;35.997;208,0;0.552;3;Push;False
73;73 - ENZO ELIAS - Stock Car Pro;13:37:06.320;1,0;1:35.418;95,418;125,637;;;0,0;22.200;0,0;39.601;;;1;Push;True
73;73 - ENZO ELIAS - Stock Car Pro;13:38:30.282;2,0;1:23.962;83,962;142,779;0,0;26.187;0,0;20.853;0,0;36.922;203,6;0.564;1;Push;False
73;73 - ENZO ELIAS - Stock Car Pro;13:39:53.732;3,0;1:23.450;83,45;143,655;0,0;25.920;0,0;20.667;0,0;36.863;205,1;0.560;1;Push;False
73;73 - ENZO ELIAS - Stock Car Pro;13:41:19.771;4,0;1:26.039;86,039;139,332;0,0;26.652;0,0;22.240;0,0;37.147;205,4;0.559;1;Push;False
73;73 - ENZO ELIAS - Stock Car Pro;13:42:42.511;5,0;1:22.740;82,74;144,888;0,0;25.579;0,0;20.557;0,0;36.604;206,5;0.556;1;Push;False
73;73 - ENZO ELIAS - Stock Car Pro;13:44:05.333;6,0;1:22.822;82,822;144,744;0,0;25.579;0,0;20.537;0,0;36.706;206,2;0.557;1;Push;False
73;73 - ENZO ELIAS - Stock Car Pro;13:51:38.905;7,0;7:33.572;453,572;26,43;0,0;25.655;0,0;20.549;;;206,2;0.557;1;In-Lap/Garage;True
73;73 - ENZO ELIAS - Stock Car Pro;13:53:09.283;8,0;1:30.378;90,378;132,643;;;0,0;21.673;0,0;36.957;;;2;Out-Lap;True
73;73 - ENZO ELIAS - Stock Car Pro;13:54:32.296;9,0;1:23.013;83,013;144,411;0,0;25.606;0,0;20.660;0,0;36.747;205,8;0.558;2;Push;False
73;73 - ENZO ELIAS - Stock Car Pro;13:58:48.610;10,0;4:16.314;256,314;46,771;0,0;25.861;0,0;20.604;;;206,2;0.557;2;In-Lap/Garage;True
73;73 - ENZO ELIAS - Stock Car Pro;14:00:19.736;11,0;1:31.126;91,126;131,554;;;0,0;21.581;0,0;37.563;;;3;Out-Lap;True
73;73 - ENZO ELIAS - Stock Car Pro;14:01:43.590;12,0;1:23.854;83,854;142,963;0,0;26.195;0,0;20.756;0,0;36.903;204,7;0.561;3;Push;False
73;73 - ENZO ELIAS - Stock Car Pro;14:03:04.999;13,0;1:21.409;81,409;147,256;0,0;25.294;0,0;20.122;0,0;35.993;206,9;0.555;3;Push;False
73;73 - ENZO ELIAS - Stock Car Pro;14:04:26.780;14,0;1:21.781;81,781;146,587;0,0;25.250;0,0;20.275;0,0;36.256;206,9;0.555;3;Push;False
73;73 - ENZO ELIAS - Stock Car Pro;14:05:48.508;15,0;1:21.728;81,728;146,682;0,0;25.297;0,0;20.181;0,0;36.250;206,9;0.555;3;Push;False
8;8 - RAFAEL SUZUKI - Stock Car Pro;13:02:07.156;1,0;1:41.244;101,244;118,407;;;0,0;24.446;0,0;41.465;;;1;Push;True
8;8 - RAFAEL SUZUKI - Stock Car Pro;13:03:34.812;2,0;1:27.656;87,656;136,762;0,0;26.881;0,0;21.700;0,0;39.075;203,3;0.565;1;Push;False
8;8 - RAFAEL SUZUKI - Stock Car Pro;13:04:57.606;3,0;1:22.794;82,794;144,793;0,0;25.691;0,0;20.624;0,0;36.479;207,7;0.553;1;Push;False
8;8 - RAFAEL SUZUKI - Stock Car Pro;13:06:20.084;4,0;1:22.478;82,478;145,348;0,0;25.513;0,0;20.523;0,0;36.442;208,0;0.552;1;Push;False
8;8 - RAFAEL SUZUKI - Stock Car Pro;13:10:16.420;5,0;3:56.336;236,336;50,724;0,0;25.624;0,0;20.599;;;208,4;0.551;1;In-Lap/Garage;True
8;8 - RAFAEL SUZUKI - Stock Car Pro;13:11:52.952;6,0;1:36.532;96,532;124,187;;;0,0;22.767;0,0;41.210;;;2;Out-Lap;True
8;8 - RAFAEL SUZUKI - Stock Car Pro;13:13:15.470;7,0;1:22.518;82,518;145,277;0,0;25.546;0,0;20.527;0,0;36.445;207,3;0.554;2;Push;False
8;8 - RAFAEL SUZUKI - Stock Car Pro;13:14:38.154;8,0;1:22.684;82,684;144,986;0,0;25.507;0,0;20.634;0,0;36.543;208,8;0.550;2;Push;False
8;8 - RAFAEL SUZUKI - Stock Car Pro;13:19:30.863;9,0;4:52.709;292,709;40,955;0,0;25.664;0,0;20.548;;;208,8;0.550;2;In-Lap/Garage;True
8;8 - RAFAEL SUZUKI - Stock Car Pro;13:20:57.637;10,0;1:26.774;86,774;138,152;;;0,0;20.636;0,0;36.834;;;3;Out-Lap;True
8;8 - RAFAEL SUZUKI - Stock Car Pro;13:23:08.357;11,0;2:10.720;130,72;91,707;0,0;25.598;0,0;20.589;;;208,4;0.551;3;In-Lap/Garage;True
8;8 - RAFAEL SUZUKI - Stock Car Pro;13:24:39.718;12,0;1:31.361;91,361;131,216;;;0,0;21.809;0,0;38.138;;;4;Out-Lap;True
8;8 - RAFAEL SUZUKI - Stock Car Pro;13:26:03.744;13,0;1:24.026;84,026;142,67;0,0;26.022;0,0;20.858;0,0;37.146;206,9;0.555;4;Push;False
8;8 - RAFAEL SUZUKI - Stock Car Pro;13:27:25.387;14,0;1:21.643;81,643;146,834;0,0;25.254;0,0;20.215;0,0;36.174;208,4;0.551;4;Push;False
8;8 - RAFAEL SUZUKI - Stock Car Pro;13:28:46.904;15,0;1:21.517;81,517;147,061;0,0;25.234;0,0;20.156;0,0;36.127;208,8;0.550;4;Push;False
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;13:36:50.951;1,0;1:34.132;94,132;127,353;;;0,0;22.664;0,0;38.741;;;1;Push;True
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;13:38:16.999;2,0;1:26.048;86,048;139,318;0,0;26.841;0,0;21.599;0,0;37.608;200,1;0.574;1;Push;False
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;13:39:40.640;3,0;1:23.641;83,641;143,327;0,0;25.978;0,0;20.819;0,0;36.844;207,3;0.554;1;Push;False
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;13:41:04.275;4,0;1:23.635;83,635;143,337;0,0;26.044;0,0;20.690;0,0;36.901;206,9;0.555;1;Push;False
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;13:42:33.192;5,0;1:28.917;88,917;134,822;0,0;27.254;0,0;22.692;0,0;38.971;207,3;0.554;1;Push;False
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;13:43:56.374;6,0;1:23.182;83,182;144,118;0,0;25.812;0,0;20.622;0,0;36.748;207,7;0.553;1;Push;False
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;13:45:24.219;7,0;1:27.845;87,845;136,468;0,0;25.993;0,0;22.903;0,0;38.949;207,3;0.554;1;Push;False
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;13:52:02.179;8,0;6:37.960;397,96;30,124;0,0;26.061;0,0;21.448;;;207,7;0.553;1;In-Lap/Garage;True
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;13:53:36.620;9,0;1:34.441;94,441;126,936;;;0,0;22.121;0,0;37.546;;;2;Out-Lap;True
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;13:55:01.985;10,0;1:25.365;85,365;140,432;0,0;27.446;0,0;20.955;0,0;36.964;204,0;0.563;2;Push;False
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;13:56:23.950;11,0;1:21.965;81,965;146,258;0,0;25.433;0,0;20.344;0,0;36.188;208,0;0.552;2;Push;False
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;13:57:45.778;12,0;1:21.828;81,828;146,502;0,0;25.341;0,0;20.260;0,0;36.227;208,0;0.552;2;Push;False
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;13:59:24.122;13,0;1:38.344;98,344;121,899;0,0;29.942;0,0;27.148;0,0;41.254;208,8;0.550;2;Push;True
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;14:00:50.261;14,0;1:26.139;86,139;139,17;0,0;25.389;0,0;20.849;0,0;39.901;209,9;0.547;2;Push;False
81;81 - ARTHUR LEIST - Stock Car Pro;13:37:54.446;1,0;1:35.392;95,392;125,671;;;0,0;22.974;0,0;39.463;;;1;Push;True
81;81 - ARTHUR LEIST - Stock Car Pro;13:39:21.945;2,0;1:27.499;87,499;137,007;0,0;27.569;0,0;21.883;0,0;38.047;183,7;0.625;1;Push;True
81;81 - ARTHUR LEIST - Stock Car Pro;13:40:45.109;3,0;1:23.164;83,164;144,149;0,0;25.869;0,0;20.605;0,0;36.690;204,7;0.561;1;Push;False
81;81 - ARTHUR LEIST - Stock Car Pro;13:42:08.285;4,0;1:23.176;83,176;144,128;0,0;25.888;0,0;20.629;0,0;36.659;205,1;0.560;1;Push;False
81;81 - ARTHUR LEIST - Stock Car Pro;13:43:33.334;5,0;1:25.049;85,049;140,954;0,0;25.627;0,0;21.683;0,0;37.739;205,4;0.559;1;Push;False
81;81 - ARTHUR LEIST - Stock Car Pro;13:44:56.326;6,0;1:22.992;82,992;144,448;0,0;25.666;0,0;20.551;0,0;36.775;205,4;0.559;1;Push;False
81;81 - ARTHUR LEIST - Stock Car Pro;13:46:19.230;7,0;1:22.904;82,904;144,601;0,0;25.715;0,0;20.455;0,0;36.734;204,7;0.561;1;Push;False
81;81 - ARTHUR LEIST - Stock Car Pro;13:50:00.200;8,0;3:40.970;220,97;54,252;0,0;26.711;0,0;21.589;;;204,7;0.561;1;In-Lap/Garage;True
81;81 - ARTHUR LEIST - Stock Car Pro;13:51:30.243;9,0;1:30.043;90,043;133,136;;;0,0;20.827;0,0;37.367;;;2;Out-Lap;True
81;81 - ARTHUR LEIST - Stock Car Pro;13:52:53.544;10,0;1:23.301;83,301;143,912;0,0;25.781;0,0;20.601;0,0;36.919;205,1;0.560;2;Push;False
81;81 - ARTHUR LEIST - Stock Car Pro;13:57:32.803;11,0;4:39.259;279,259;42,928;0,0;25.813;0,0;20.823;;;205,4;0.559;2;In-Lap/Garage;True
81;81 - ARTHUR LEIST - Stock Car Pro;13:59:07.556;12,0;1:34.753;94,753;126,518;;;0,0;22.936;0,0;38.976;;;3;Out-Lap;True
81;81 - ARTHUR LEIST - Stock Car Pro;14:00:38.976;13,0;1:31.420;91,42;131,131;0,0;27.693;0,0;23.555;0,0;40.172;201,5;0.570;3;Push;True
81;81 - ARTHUR LEIST - Stock Car Pro;14:02:01.594;14,0;1:22.618;82,618;145,102;0,0;25.633;0,0;20.485;0,0;36.500;205,1;0.560;3;Push;False
81;81 - ARTHUR LEIST - Stock Car Pro;14:03:24.796;15,0;1:23.202;83,202;144,083;0,0;25.523;0,0;20.246;0,0;37.433;205,1;0.560;3;Push;False
81;81 - ARTHUR LEIST - Stock Car Pro;14:04:46.946;16,0;1:22.150;82,15;145,928;0,0;25.459;0,0;20.176;0,0;36.515;205,8;0.558;3;Push;False
83;83 - GABRIEL CASAGRANDE - Stock Car Pro;13:37:30.399;1,0;1:36.614;96,614;124,081;;;0,0;21.813;0,0;39.162;;;1;Push;True
83;83 - GABRIEL CASAGRANDE - Stock Car Pro;13:38:55.807;2,0;1:25.408;85,408;140,362;0,0;26.606;0,0;21.054;0,0;37.748;206,9;0.555;1;Push;False
83;83 - GABRIEL CASAGRANDE - Stock Car Pro;13:40:18.857;3,0;1:23.050;83,05;144,347;0,0;25.794;0,0;20.598;0,0;36.658;207,7;0.553;1;Push;False
83;83 - GABRIEL CASAGRANDE - Stock Car Pro;13:42:55.160;4,0;2:36.303;156,303;76,697;0,0;25.947;0,0;20.645;;;206,5;0.556;1;In-Lap/Garage;True
83;83 - GABRIEL CASAGRANDE - Stock Car Pro;13:44:30.811;5,0;1:35.651;95,651;125,331;;;0,0;21.756;0,0;37.850;;;2;Out-Lap;True
83;83 - GABRIEL CASAGRANDE - Stock Car Pro;13:45:55.417;6,0;1:24.606;84,606;141,692;0,0;26.619;0,0;20.975;0,0;37.012;205,8;0.558;2;Push;False
83;83 - GABRIEL CASAGRANDE - Stock Car Pro;13:47:19.499;7,0;1:24.082;84,082;142,575;0,0;26.172;0,0;21.043;0,0;36.867;206,2;0.557;2;Push;False
83;83 - GABRIEL CASAGRANDE - Stock Car Pro;13:48:42.327;8,0;1:22.828;82,828;144,734;0,0;25.684;0,0;20.564;0,0;36.580;206,5;0.556;2;Push;False
83;83 - GABRIEL CASAGRANDE - Stock Car Pro;13:50:04.863;9,0;1:22.536;82,536;145,246;0,0;25.580;0,0;20.388;0,0;36.568;206,5;0.556;2;Push;False
83;83 - GABRIEL CASAGRANDE - Stock Car Pro;13:51:28.365;10,0;1:23.502;83,502;143,565;0,0;25.552;0,0;20.497;0,0;37.453;206,5;0.556;2;Push;False
83;83 - GABRIEL CASAGRANDE - Stock Car Pro;13:56:16.024;11,0;4:47.659;287,659;41,674;0,0;25.650;0,0;20.513;;;206,5;0.556;2;In-Lap/Garage;True
83;83 - GABRIEL CASAGRANDE - Stock Car Pro;13:57:51.482;12,0;1:35.458;95,458;125,584;;;0,0;23.215;0,0;40.053;;;3;Out-Lap;True
83;83 - GABRIEL CASAGRANDE - Stock Car Pro;13:59:18.034;13,0;1:26.552;86,552;138,506;0,0;28.312;0,0;20.831;0,0;37.409;162,0;0.709;3;Push;False
83;83 - GABRIEL CASAGRANDE - Stock Car Pro;14:00:45.999;14,0;1:27.965;87,965;136,281;0,0;26.158;0,0;20.603;0,0;41.204;207,3;0.554;3;Push;True
83;83 - GABRIEL CASAGRANDE - Stock Car Pro;14:02:07.479;15,0;1:21.480;81,48;147,128;0,0;25.216;0,0;20.150;0,0;36.114;208,8;0.550;3;Push;False
83;83 - GABRIEL CASAGRANDE - Stock Car Pro;14:03:28.797;16,0;1:21.318;81,318;147,421;0,0;25.197;0,0;20.099;0,0;36.022;208,0;0.552;3;Push;False
85;85 - GUILHERME SALAS - Stock Car Pro;13:02:29.946;1,0;1:37.661;97,661;122,751;;;0,0;22.577;0,0;40.301;;;1;Push;True
85;85 - GUILHERME SALAS - Stock Car Pro;13:03:59.235;2,0;1:29.289;89,289;134,261;0,0;27.553;0,0;21.199;0,0;40.537;179,2;0.641;1;Push;True
85;85 - GUILHERME SALAS - Stock Car Pro;13:05:21.956;3,0;1:22.721;82,721;144,921;0,0;25.676;0,0;20.571;0,0;36.474;206,2;0.557;1;Push;False
85;85 - GUILHERME SALAS - Stock Car Pro;13:06:47.818;4,0;1:25.862;85,862;139,619;0,0;26.055;0,0;20.862;0,0;38.945;206,9;0.555;1;Push;False
85;85 - GUILHERME SALAS - Stock Car Pro;13:08:10.283;5,0;1:22.465;82,465;145,371;0,0;25.570;0,0;20.449;0,0;36.446;206,5;0.556;1;Push;False
85;85 - GUILHERME SALAS - Stock Car Pro;13:09:32.775;6,0;1:22.492;82,492;145,323;0,0;25.579;0,0;20.483;0,0;36.430;207,3;0.554;1;Push;False
85;85 - GUILHERME SALAS - Stock Car Pro;13:14:38.956;7,0;5:06.181;306,181;39,153;0,0;25.626;0,0;20.444;;;206,9;0.555;1;In-Lap/Garage;True
85;85 - GUILHERME SALAS - Stock Car Pro;13:16:07.866;8,0;1:28.910;88,91;134,833;;;0,0;20.709;0,0;38.069;;;2;Out-Lap;True
85;85 - GUILHERME SALAS - Stock Car Pro;13:21:23.337;9,0;5:15.471;315,471;38,0;0,0;25.651;0,0;20.433;;;206,5;0.556;2;In-Lap/Garage;True
85;85 - GUILHERME SALAS - Stock Car Pro;13:22:54.400;10,0;1:31.063;91,063;131,645;;;0,0;21.469;0,0;37.117;;;3;Out-Lap;True
85;85 - GUILHERME SALAS - Stock Car Pro;13:24:17.642;11,0;1:23.242;83,242;144,014;0,0;25.846;0,0;20.665;0,0;36.731;204,3;0.562;3;Push;False
85;85 - GUILHERME SALAS - Stock Car Pro;13:25:39.153;12,0;1:21.511;81,511;147,072;0,0;25.398;0,0;20.138;0,0;35.975;208,4;0.551;3;Push;False
85;85 - GUILHERME SALAS - Stock Car Pro;13:27:00.544;13,0;1:21.391;81,391;147,289;0,0;25.236;0,0;20.148;0,0;36.007;207,7;0.553;3;Push;False
85;85 - GUILHERME SALAS - Stock Car Pro;13:28:21.929;14,0;1:21.385;81,385;147,3;0,0;25.276;0,0;20.112;0,0;35.997;208,4;0.551;3;Push;False
90;90 - RICARDO MAURICIO - Stock Car Pro;13:37:25.016;1,0;1:37.674;97,674;122,735;;;0,0;21.663;0,0;39.569;;;1;Push;True
90;90 - RICARDO MAURICIO - Stock Car Pro;13:38:51.644;2,0;1:26.628;86,628;138,385;0,0;26.592;0,0;21.337;0,0;38.699;203,6;0.564;1;Push;False
90;90 - RICARDO MAURICIO - Stock Car Pro;13:40:15.193;3,0;1:23.549;83,549;143,485;0,0;25.985;0,0;20.686;0,0;36.878;204,7;0.561;1;Push;False
90;90 - RICARDO MAURICIO - Stock Car Pro;13:41:38.514;4,0;1:23.321;83,321;143,877;0,0;25.911;0,0;20.669;0,0;36.741;204,0;0.563;1;Push;False
90;90 - RICARDO MAURICIO - Stock Car Pro;13:43:02.170;5,0;1:23.656;83,656;143,301;0,0;25.802;0,0;20.829;0,0;37.025;205,8;0.558;1;Push;False
90;90 - RICARDO MAURICIO - Stock Car Pro;13:49:02.766;6,0;6:00.596;360,596;33,245;0,0;27.533;0,0;21.655;;;204,7;0.561;1;In-Lap/Garage;True
90;90 - RICARDO MAURICIO - Stock Car Pro;13:50:36.647;7,0;1:33.881;93,881;127,694;;;0,0;20.799;0,0;36.791;;;2;Out-Lap;True
90;90 - RICARDO MAURICIO - Stock Car Pro;13:52:06.537;8,0;1:29.890;89,89;133,363;0,0;25.818;0,0;20.617;0,0;43.455;204,0;0.563;2;Push;False
90;90 - RICARDO MAURICIO - Stock Car Pro;13:53:35.033;9,0;1:28.496;88,496;135,464;0,0;28.997;0,0;21.633;0,0;37.866;204,0;0.563;2;Push;False
90;90 - RICARDO MAURICIO - Stock Car Pro;13:56:48.311;10,0;3:13.278;193,278;62,025;0,0;25.784;0,0;20.662;;;204,3;0.562;2;In-Lap/Garage;True
90;90 - RICARDO MAURICIO - Stock Car Pro;13:58:20.486;11,0;1:32.175;92,175;130,057;;;0,0;21.575;0,0;38.091;;;3;Out-Lap;True
90;90 - RICARDO MAURICIO - Stock Car Pro;13:59:44.255;12,0;1:23.769;83,769;143,108;0,0;26.489;0,0;20.673;0,0;36.607;200,4;0.573;3;Push;False
90;90 - RICARDO MAURICIO - Stock Car Pro;14:01:06.198;13,0;1:21.943;81,943;146,297;0,0;25.509;0,0;20.293;0,0;36.141;206,2;0.557;3;Push;False
90;90 - RICARDO MAURICIO - Stock Car Pro;14:02:28.249;14,0;1:22.051;82,051;146,104;0,0;25.497;0,0;20.333;0,0;36.221;205,8;0.558;3;Push;False
90;90 - RICARDO MAURICIO - Stock Car Pro;14:03:50.091;15,0;1:21.842;81,842;146,477;0,0;25.388;0,0;20.176;0,0;36.278;207,3;0.554;3;Push;False
95;95 - LUCAS KOHL - Stock Car Pro;13:02:22.654;1,0;1:38.400;98,4;121,829;;;0,0;24.131;0,0;39.358;;;1;Push;True
95;95 - LUCAS KOHL - Stock Car Pro;13:03:50.440;2,0;1:27.786;87,786;136,559;0,0;27.386;0,0;21.573;0,0;38.827;200,4;0.573;1;Push;False
95;95 - LUCAS KOHL - Stock Car Pro;13:05:17.229;3,0;1:26.789;86,789;138,128;0,0;26.592;0,0;21.441;0,0;38.756;200,8;0.572;1;Push;False
95;95 - LUCAS KOHL - Stock Car Pro;13:06:41.395;4,0;1:24.166;84,166;142,433;0,0;25.943;0,0;21.027;0,0;37.196;207,3;0.554;1;Push;False
95;95 - LUCAS KOHL - Stock Car Pro;13:08:04.746;5,0;1:23.351;83,351;143,826;0,0;25.940;0,0;20.749;0,0;36.662;206,5;0.556;1;Push;False
95;95 - LUCAS KOHL - Stock Car Pro;13:14:23.136;6,0;6:18.390;378,39;31,682;0,0;26.386;0,0;21.384;;;208,0;0.552;1;In-Lap/Garage;True
95;95 - LUCAS KOHL - Stock Car Pro;13:16:04.687;7,0;1:41.551;101,551;118,049;;;0,0;24.894;0,0;42.342;;;2;Out-Lap;True
95;95 - LUCAS KOHL - Stock Car Pro;13:17:33.349;8,0;1:28.662;88,662;135,21;0,0;27.526;0,0;23.652;0,0;37.484;202,5;0.567;2;Push;True
95;95 - LUCAS KOHL - Stock Car Pro;13:18:57.099;9,0;1:23.750;83,75;143,14;0,0;26.262;0,0;21.104;0,0;36.384;199,7;0.575;2;Push;False
95;95 - LUCAS KOHL - Stock Car Pro;13:20:18.971;10,0;1:21.872;81,872;146,424;0,0;25.368;0,0;20.317;0,0;36.187;207,3;0.554;2;Push;False
95;95 - LUCAS KOHL - Stock Car Pro;13:23:01.655;11,0;2:42.684;162,684;73,689;0,0;25.345;0,0;26.289;;;206,9;0.555;2;In-Lap/Garage;True
95;95 - LUCAS KOHL - Stock Car Pro;13:24:39.069;12,0;1:37.414;97,414;123,062;;;0,0;23.862;0,0;40.191;;;3;Out-Lap;True
95;95 - LUCAS KOHL - Stock Car Pro;13:26:06.637;13,0;1:27.568;87,568;136,899;0,0;27.878;0,0;21.300;0,0;38.390;158,6;0.724;3;Push;False
95;95 - LUCAS KOHL - Stock Car Pro;13:27:30.124;14,0;1:23.487;83,487;143,591;0,0;25.953;0,0;20.787;0,0;36.747;202,5;0.567;3;Push;False
