Carro;Piloto;Time of Day;Lap;LeadLap;Lap Tm;Lap Tm (Segundos);Pit Time;Speed;S1;S1 Tm;S2;S2 Tm;S3;S3 Tm;SPT;SPT Tm
51;51 - ATILA ABREU - Stock Car Pro;10:41:31.310;9;9,0;1:22.733;82,733;;144,9;0,0;25.619;0,0;20.621;0,0;36.493;211,1;0.544
51;51 - ATILA ABREU - Stock Car Pro;10:42:54.034;10;10,0;1:22.724;82,724;;144,916;0,0;25.636;0,0;20.686;0,0;36.402;210,7;0.545
51;51 - ATILA ABREU - Stock Car Pro;10:44:16.575;11;11,0;1:22.541;82,541;;145,237;0,0;25.538;0,0;20.558;0,0;36.445;210,3;0.546
51;51 - ATILA ABREU - Stock Car Pro;10:45:39.141;12;12,0;1:22.566;82,566;;145,193;0,0;25.594;0,0;20.567;0,0;36.405;209,9;0.547
51;51 - ATILA ABREU - Stock Car Pro;10:47:32.180;13;13,0;1:53.039;113,039;37.195;106,052;0,0;25.636;0,0;20.691;;;209,9;0.547
51;51 - ATILA ABREU - Stock Car Pro;10:48:58.788;14;14,0;1:26.608;86,608;;138,417;;;0,0;20.834;0,0;36.392;;
51;51 - ATILA ABREU - Stock Car Pro;10:50:21.485;15;15,0;1:22.697;82,697;;144,963;0,0;25.549;0,0;20.715;0,0;36.433;211,1;0.544
51;51 - ATILA ABREU - Stock Car Pro;10:51:44.424;16;16,0;1:22.939;82,939;;144,54;0,0;25.602;0,0;20.730;0,0;36.607;211,9;0.542
51;51 - ATILA ABREU - Stock Car Pro;10:53:07.224;17;17,0;1:22.800;82,8;;144,783;0,0;25.646;0,0;20.658;0,0;36.496;211,9;0.542
51;51 - ATILA ABREU - Stock Car Pro;10:54:30.034;18;18,0;1:22.810;82,81;;144,765;0,0;25.604;0,0;20.755;0,0;36.451;212,3;0.541
51;51 - ATILA ABREU - Stock Car Pro;10:55:52.865;19;19,0;1:22.831;82,831;;144,728;0,0;25.554;0,0;20.730;0,0;36.547;213,1;0.539
51;51 - ATILA ABREU - Stock Car Pro;10:57:15.610;20;20,0;1:22.745;82,745;;144,879;0,0;25.568;0,0;20.645;0,0;36.532;212,7;0.540
51;51 - ATILA ABREU - Stock Car Pro;10:58:38.432;21;21,0;1:22.822;82,822;;144,744;0,0;25.649;0,0;20.625;0,0;36.548;212,7;0.540
51;51 - ATILA ABREU - Stock Car Pro;11:00:01.232;22;22,0;1:22.800;82,8;;144,783;0,0;25.547;0,0;20.684;0,0;36.569;212,7;0.540
51;51 - ATILA ABREU - Stock Car Pro;11:01:24.296;23;23,0;1:23.064;83,064;;144,322;0,0;25.656;0,0;20.739;0,0;36.669;213,1;0.539
0;0 - CACA BUENO - Stock Car Pro;10:30:25.588;1;1,0;1:32.553;92,553;;129,526;0,0;31.167;0,0;22.092;0,0;39.294;168,6;0.681
0;0 - CACA BUENO - Stock Car Pro;10:31:49.929;2;2,0;1:24.341;84,341;;142,137;0,0;26.053;0,0;20.894;0,0;37.394;206,5;0.556
0;0 - CACA BUENO - Stock Car Pro;10:33:13.011;3;3,0;1:23.082;83,082;;144,291;0,0;25.869;0,0;20.690;0,0;36.523;206,9;0.555
0;0 - CACA BUENO - Stock Car Pro;10:34:35.671;4;4,0;1:22.660;82,66;;145,028;0,0;25.656;0,0;20.476;0,0;36.528;207,3;0.554
0;0 - CACA BUENO - Stock Car Pro;10:35:58.896;5;5,0;1:23.225;83,225;;144,043;0,0;25.822;0,0;20.638;0,0;36.765;208,0;0.552
0;0 - CACA BUENO - Stock Car Pro;10:37:23.244;6;6,0;1:24.348;84,348;;142,125;0,0;26.757;0,0;20.836;0,0;36.755;208,4;0.551
0;0 - CACA BUENO - Stock Car Pro;10:39:18.071;7;7,0;1:54.827;114,827;38.672;104,401;0,0;25.569;0,0;20.742;;;207,3;0.554
0;0 - CACA BUENO - Stock Car Pro;10:40:43.958;8;8,0;1:25.887;85,887;;139,579;;;0,0;20.433;0,0;36.444;;
0;0 - CACA BUENO - Stock Car Pro;10:42:06.067;9;9,0;1:22.109;82,109;;146,001;0,0;25.494;0,0;20.378;0,0;36.237;206,9;0.555
0;0 - CACA BUENO - Stock Car Pro;10:43:28.258;10;10,0;1:22.191;82,191;;145,855;0,0;25.441;0,0;20.388;0,0;36.362;207,3;0.554
0;0 - CACA BUENO - Stock Car Pro;10:44:50.684;11;11,0;1:22.426;82,426;;145,44;0,0;25.467;0,0;20.540;0,0;36.419;207,3;0.554
0;0 - CACA BUENO - Stock Car Pro;10:46:13.135;12;12,0;1:22.451;82,451;;145,395;0,0;25.498;0,0;20.455;0,0;36.498;207,7;0.553
0;0 - CACA BUENO - Stock Car Pro;10:47:35.765;13;13,0;1:22.630;82,63;;145,08;0,0;25.595;0,0;20.530;0,0;36.505;207,3;0.554
0;0 - CACA BUENO - Stock Car Pro;10:48:59.402;14;14,0;1:23.637;83,637;;143,334;0,0;26.165;0,0;20.754;0,0;36.718;207,7;0.553
0;0 - CACA BUENO - Stock Car Pro;10:50:22.906;15;15,0;1:23.504;83,504;;143,562;0,0;25.675;0,0;20.801;0,0;37.028;208,8;0.550
0;0 - CACA BUENO - Stock Car Pro;10:51:46.448;16;16,0;1:23.542;83,542;;143,497;0,0;25.870;0,0;20.770;0,0;36.902;206,5;0.556
0;0 - CACA BUENO - Stock Car Pro;10:53:09.498;17;17,0;1:23.050;83,05;;144,347;0,0;25.778;0,0;20.718;0,0;36.554;206,9;0.555
0;0 - CACA BUENO - Stock Car Pro;10:54:32.013;18;18,0;1:22.515;82,515;;145,283;0,0;25.515;0,0;20.463;0,0;36.537;208,4;0.551
0;0 - CACA BUENO - Stock Car Pro;10:55:54.631;19;19,0;1:22.618;82,618;;145,102;0,0;25.500;0,0;20.523;0,0;36.595;208,8;0.550
0;0 - CACA BUENO - Stock Car Pro;10:57:17.565;20;20,0;1:22.934;82,934;;144,549;0,0;25.678;0,0;20.635;0,0;36.621;208,0;0.552
0;0 - CACA BUENO - Stock Car Pro;10:58:40.468;21;21,0;1:22.903;82,903;;144,603;0,0;25.675;0,0;20.615;0,0;36.613;208,4;0.551
0;0 - CACA BUENO - Stock Car Pro;11:00:03.780;22;22,0;1:23.312;83,312;;143,893;0,0;25.737;0,0;20.623;0,0;36.952;208,8;0.550
0;0 - CACA BUENO - Stock Car Pro;11:01:26.157;23;23,0;1:22.377;82,377;;145,526;0,0;25.483;0,0;20.454;0,0;36.440;208,8;0.550
444;444 - VICENTE ORIGE - Stock Car Pro;10:30:26.474;1;1,0;1:33.780;93,78;;127,831;0,0;32.676;0,0;21.893;0,0;39.211;160,8;0.714
444;444 - VICENTE ORIGE - Stock Car Pro;10:31:51.111;2;2,0;1:24.637;84,637;;141,64;0,0;26.203;0,0;20.966;0,0;37.468;206,9;0.555
444;444 - VICENTE ORIGE - Stock Car Pro;10:33:16.219;3;3,0;1:25.108;85,108;;140,856;0,0;26.447;0,0;20.967;0,0;37.694;207,7;0.553
444;444 - VICENTE ORIGE - Stock Car Pro;10:34:39.490;4;4,0;1:23.271;83,271;;143,964;0,0;26.328;0,0;20.409;0,0;36.534;210,7;0.545
444;444 - VICENTE ORIGE - Stock Car Pro;10:36:02.303;5;5,0;1:22.813;82,813;;144,76;0,0;25.656;0,0;20.274;0,0;36.883;208,8;0.550
444;444 - VICENTE ORIGE - Stock Car Pro;10:37:25.275;6;6,0;1:22.972;82,972;;144,482;0,0;25.691;0,0;20.490;0,0;36.791;208,0;0.552
444;444 - VICENTE ORIGE - Stock Car Pro;10:38:48.053;7;7,0;1:22.778;82,778;;144,821;0,0;25.691;0,0;20.382;0,0;36.705;209,2;0.549
444;444 - VICENTE ORIGE - Stock Car Pro;10:40:43.335;8;8,0;1:55.282;115,282;39.137;103,988;0,0;25.963;0,0;20.419;;;208,8;0.550
444;444 - VICENTE ORIGE - Stock Car Pro;10:42:09.610;9;9,0;1:26.275;86,275;;138,951;;;0,0;20.401;0,0;36.662;;
444;444 - VICENTE ORIGE - Stock Car Pro;10:43:32.029;10;10,0;1:22.419;82,419;;145,452;0,0;25.550;0,0;20.303;0,0;36.566;206,9;0.555
444;444 - VICENTE ORIGE - Stock Car Pro;10:44:54.713;11;11,0;1:22.684;82,684;;144,986;0,0;25.718;0,0;20.350;0,0;36.616;207,7;0.553
444;444 - VICENTE ORIGE - Stock Car Pro;10:46:17.228;12;12,0;1:22.515;82,515;;145,283;0,0;25.512;0,0;20.262;0,0;36.741;207,7;0.553
444;444 - VICENTE ORIGE - Stock Car Pro;10:47:40.281;13;13,0;1:23.053;83,053;;144,342;0,0;25.920;0,0;20.336;0,0;36.797;207,7;0.553
444;444 - VICENTE ORIGE - Stock Car Pro;10:49:02.949;14;14,0;1:22.668;82,668;;145,014;0,0;25.623;0,0;20.428;0,0;36.617;207,7;0.553
444;444 - VICENTE ORIGE - Stock Car Pro;10:50:25.757;15;15,0;1:22.808;82,808;;144,769;0,0;25.853;0,0;20.352;0,0;36.603;208,0;0.552
444;444 - VICENTE ORIGE - Stock Car Pro;10:51:48.175;16;16,0;1:22.418;82,418;;145,454;0,0;25.504;0,0;20.422;0,0;36.492;208,4;0.551
444;444 - VICENTE ORIGE - Stock Car Pro;10:53:10.920;17;17,0;1:22.745;82,745;;144,879;0,0;25.586;0,0;20.457;0,0;36.702;208,4;0.551
444;444 - VICENTE ORIGE - Stock Car Pro;10:54:33.664;18;18,0;1:22.744;82,744;;144,881;0,0;25.640;0,0;20.427;0,0;36.677;209,2;0.549
444;444 - VICENTE ORIGE - Stock Car Pro;10:55:56.247;19;19,0;1:22.583;82,583;;145,163;0,0;25.640;0,0;20.392;0,0;36.551;209,2;0.549
444;444 - VICENTE ORIGE - Stock Car Pro;10:57:19.218;20;20,0;1:22.971;82,971;;144,484;0,0;25.499;0,0;20.395;0,0;37.077;209,9;0.547
444;444 - VICENTE ORIGE - Stock Car Pro;10:58:42.216;21;21,0;1:22.998;82,998;;144,437;0,0;25.770;0,0;20.566;0,0;36.662;208,4;0.551
444;444 - VICENTE ORIGE - Stock Car Pro;11:00:06.303;22;22,0;1:24.087;84,087;;142,567;0,0;26.733;0,0;20.545;0,0;36.809;209,6;0.548
444;444 - VICENTE ORIGE - Stock Car Pro;11:01:30.055;23;23,0;1:23.752;83,752;;143,137;0,0;25.908;0,0;20.576;0,0;37.268;209,6;0.548
27;27 - RENAN GUERRA - Stock Car Pro;10:30:26.140;1;1,0;1:32.140;92,14;;130,106;0,0;31.071;0,0;21.849;0,0;39.220;172,2;0.667
27;27 - RENAN GUERRA - Stock Car Pro;10:31:50.666;2;2,0;1:24.526;84,526;;141,826;0,0;26.212;0,0;20.895;0,0;37.419;207,3;0.554
27;27 - RENAN GUERRA - Stock Car Pro;10:33:14.120;3;3,0;1:23.454;83,454;;143,648;0,0;26.014;0,0;20.700;0,0;36.740;208,4;0.551
27;27 - RENAN GUERRA - Stock Car Pro;10:34:37.081;4;4,0;1:22.961;82,961;;144,502;0,0;25.837;0,0;20.609;0,0;36.515;207,7;0.553
27;27 - RENAN GUERRA - Stock Car Pro;10:35:59.842;5;5,0;1:22.761;82,761;;144,851;0,0;25.695;0,0;20.598;0,0;36.468;207,7;0.553
27;27 - RENAN GUERRA - Stock Car Pro;10:37:23.819;6;6,0;1:23.977;83,977;;142,753;0,0;26.229;0,0;20.781;0,0;36.967;208,4;0.551
27;27 - RENAN GUERRA - Stock Car Pro;10:39:19.867;7;7,0;1:56.048;116,048;39.790;103,302;0,0;25.689;0,0;20.759;;;209,2;0.549
27;27 - RENAN GUERRA - Stock Car Pro;10:40:46.888;8;8,0;1:27.021;87,021;;137,76;;;0,0;20.624;0,0;37.140;;
27;27 - RENAN GUERRA - Stock Car Pro;10:42:10.350;9;9,0;1:23.462;83,462;;143,634;0,0;26.106;0,0;20.588;0,0;36.768;206,5;0.556
27;27 - RENAN GUERRA - Stock Car Pro;10:43:33.199;10;10,0;1:22.849;82,849;;144,697;0,0;25.730;0,0;20.402;0,0;36.717;207,3;0.554
27;27 - RENAN GUERRA - Stock Car Pro;10:44:56.044;11;11,0;1:22.845;82,845;;144,704;0,0;25.645;0,0;20.472;0,0;36.728;207,3;0.554
27;27 - RENAN GUERRA - Stock Car Pro;10:46:19.143;12;12,0;1:23.099;83,099;;144,262;0,0;25.823;0,0;20.549;0,0;36.727;206,9;0.555
27;27 - RENAN GUERRA - Stock Car Pro;10:47:41.968;13;13,0;1:22.825;82,825;;144,739;0,0;25.657;0,0;20.529;0,0;36.639;207,3;0.554
27;27 - RENAN GUERRA - Stock Car Pro;10:49:04.889;14;14,0;1:22.921;82,921;;144,571;0,0;25.716;0,0;20.544;0,0;36.661;206,5;0.556
27;27 - RENAN GUERRA - Stock Car Pro;10:50:28.022;15;15,0;1:23.133;83,133;;144,203;0,0;25.719;0,0;20.568;0,0;36.846;208,0;0.552
27;27 - RENAN GUERRA - Stock Car Pro;10:51:50.970;16;16,0;1:22.948;82,948;;144,524;0,0;25.755;0,0;20.446;0,0;36.747;207,7;0.553
27;27 - RENAN GUERRA - Stock Car Pro;10:53:13.817;17;17,0;1:22.847;82,847;;144,7;0,0;25.733;0,0;20.503;0,0;36.611;208,4;0.551
27;27 - RENAN GUERRA - Stock Car Pro;10:54:36.645;18;18,0;1:22.828;82,828;;144,734;0,0;25.658;0,0;20.447;0,0;36.723;208,4;0.551
27;27 - RENAN GUERRA - Stock Car Pro;10:55:59.463;19;19,0;1:22.818;82,818;;144,751;0,0;25.728;0,0;20.519;0,0;36.571;207,7;0.553
27;27 - RENAN GUERRA - Stock Car Pro;10:57:22.462;20;20,0;1:22.999;82,999;;144,435;0,0;25.676;0,0;20.550;0,0;36.773;208,8;0.550
27;27 - RENAN GUERRA - Stock Car Pro;10:58:45.588;21;21,0;1:23.126;83,126;;144,215;0,0;25.844;0,0;20.550;0,0;36.732;208,0;0.552
27;27 - RENAN GUERRA - Stock Car Pro;11:00:08.590;22;22,0;1:23.002;83,002;;144,43;0,0;25.610;0,0;20.589;0,0;36.803;208,8;0.550
27;27 - RENAN GUERRA - Stock Car Pro;11:01:31.846;23;23,0;1:23.256;83,256;;143,99;0,0;25.875;0,0;20.550;0,0;36.831;209,6;0.548
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;10:30:26.726;1;1,0;1:33.144;93,144;;128,704;0,0;30.962;0,0;21.970;0,0;40.212;174,0;0.660
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;10:31:51.304;2;2,0;1:24.578;84,578;;141,739;0,0;26.237;0,0;20.975;0,0;37.366;208,8;0.550
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;10:33:16.381;3;3,0;1:25.077;85,077;;140,908;0,0;26.547;0,0;20.895;0,0;37.635;210,7;0.545
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;10:34:42.340;4;4,0;1:25.959;85,959;;139,462;0,0;27.263;0,0;21.163;0,0;37.533;209,2;0.549
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;10:36:05.466;5;5,0;1:23.126;83,126;;144,215;0,0;26.130;0,0;20.594;0,0;36.402;208,8;0.550
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;10:37:28.205;6;6,0;1:22.739;82,739;;144,889;0,0;25.650;0,0;20.583;0,0;36.506;208,4;0.551
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;10:38:50.868;7;7,0;1:22.663;82,663;;145,023;0,0;25.557;0,0;20.566;0,0;36.540;209,2;0.549
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;10:40:13.643;8;8,0;1:22.775;82,775;;144,826;0,0;25.661;0,0;20.539;0,0;36.575;209,6;0.548
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;10:41:37.107;9;9,0;1:23.464;83,464;;143,631;0,0;25.611;0,0;20.479;0,0;37.374;208,4;0.551
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;10:43:00.052;10;10,0;1:22.945;82,945;;144,53;0,0;25.782;0,0;20.626;0,0;36.537;206,5;0.556
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;10:44:22.653;11;11,0;1:22.601;82,601;;145,131;0,0;25.585;0,0;20.528;0,0;36.488;209,2;0.549
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;10:46:19.281;12;12,0;1:56.628;116,628;40.380;102,788;0,0;25.749;0,0;20.560;;;208,8;0.550
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;10:47:46.575;13;13,0;1:27.294;87,294;;137,329;;;0,0;20.632;0,0;36.790;;
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;10:49:09.266;14;14,0;1:22.691;82,691;;144,973;0,0;25.631;0,0;20.555;0,0;36.505;207,7;0.553
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;10:50:32.291;15;15,0;1:23.025;83,025;;144,39;0,0;25.731;0,0;20.600;0,0;36.694;208,8;0.550
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;10:51:54.963;16;16,0;1:22.672;82,672;;145,007;0,0;25.647;0,0;20.493;0,0;36.532;208,8;0.550
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;10:53:17.602;17;17,0;1:22.639;82,639;;145,065;0,0;25.642;0,0;20.530;0,0;36.467;209,2;0.549
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;10:54:40.242;18;18,0;1:22.640;82,64;;145,063;0,0;25.635;0,0;20.554;0,0;36.451;210,3;0.546
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;10:56:02.903;19;19,0;1:22.661;82,661;;145,026;0,0;25.627;0,0;20.556;0,0;36.478;210,7;0.545
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;10:57:25.648;20;20,0;1:22.745;82,745;;144,879;0,0;25.626;0,0;20.548;0,0;36.571;210,3;0.546
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;10:58:48.431;21;21,0;1:22.783;82,783;;144,812;0,0;25.620;0,0;20.611;0,0;36.552;210,7;0.545
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;11:00:11.584;22;22,0;1:23.153;83,153;;144,168;0,0;25.668;0,0;20.591;0,0;36.894;211,1;0.544
80;80 - ALFREDINHO IBIAPINA - Stock Car Pro Rookie;11:01:34.998;23;23,0;1:23.414;83,414;;143,717;0,0;25.712;0,0;20.668;0,0;37.034;210,3;0.546
10;10 - RICARDO ZONTA - Stock Car Pro;10:30:27.650;1;1,0;1:33.343;93,343;;128,43;0,0;32.608;0,0;22.796;0,0;37.939;175,6;0.654
10;10 - RICARDO ZONTA - Stock Car Pro;10:31:53.293;2;2,0;1:25.643;85,643;;139,976;0,0;27.287;0,0;21.034;0,0;37.322;208,8;0.550
10;10 - RICARDO ZONTA - Stock Car Pro;10:33:18.394;3;3,0;1:25.101;85,101;;140,868;0,0;26.367;0,0;21.044;0,0;37.690;205,8;0.558
10;10 - RICARDO ZONTA - Stock Car Pro;10:34:43.517;4;4,0;1:25.123;85,123;;140,832;0,0;26.723;0,0;21.166;0,0;37.234;206,5;0.556
10;10 - RICARDO ZONTA - Stock Car Pro;10:36:09.929;5;5,0;1:26.412;86,412;;138,731;0,0;27.308;0,0;20.935;0,0;38.169;210,3;0.546
10;10 - RICARDO ZONTA - Stock Car Pro;10:37:33.476;6;6,0;1:23.547;83,547;;143,488;0,0;26.090;0,0;20.716;0,0;36.741;205,8;0.558
10;10 - RICARDO ZONTA - Stock Car Pro;10:39:30.873;7;7,0;1:57.397;117,397;39.869;102,115;0,0;26.113;0,0;20.770;;;206,5;0.556
10;10 - RICARDO ZONTA - Stock Car Pro;10:40:56.969;8;8,0;1:26.096;86,096;;139,24;;;0,0;20.567;0,0;36.468;;
10;10 - RICARDO ZONTA - Stock Car Pro;10:42:20.010;9;9,0;1:23.041;83,041;;144,362;0,0;26.187;0,0;20.463;0,0;36.391;206,5;0.556
10;10 - RICARDO ZONTA - Stock Car Pro;10:43:42.431;10;10,0;1:22.421;82,421;;145,448;0,0;25.654;0,0;20.412;0,0;36.355;205,8;0.558
10;10 - RICARDO ZONTA - Stock Car Pro;10:45:04.730;11;11,0;1:22.299;82,299;;145,664;0,0;25.588;0,0;20.357;0,0;36.354;206,5;0.556
10;10 - RICARDO ZONTA - Stock Car Pro;10:46:27.101;12;12,0;1:22.371;82,371;;145,537;0,0;25.513;0,0;20.399;0,0;36.459;206,5;0.556
10;10 - RICARDO ZONTA - Stock Car Pro;10:47:49.446;13;13,0;1:22.345;82,345;;145,583;0,0;25.545;0,0;20.433;0,0;36.367;205,8;0.558
10;10 - RICARDO ZONTA - Stock Car Pro;10:49:11.840;14;14,0;1:22.394;82,394;;145,496;0,0;25.642;0,0;20.350;0,0;36.402;206,2;0.557
10;10 - RICARDO ZONTA - Stock Car Pro;10:50:34.080;15;15,0;1:22.240;82,24;;145,768;0,0;25.558;0,0;20.381;0,0;36.301;207,7;0.553
10;10 - RICARDO ZONTA - Stock Car Pro;10:51:56.544;16;16,0;1:22.464;82,464;;145,373;0,0;25.526;0,0;20.510;0,0;36.428;207,7;0.553
10;10 - RICARDO ZONTA - Stock Car Pro;10:53:18.845;17;17,0;1:22.301;82,301;;145,66;0,0;25.532;0,0;20.463;0,0;36.306;208,4;0.551
10;10 - RICARDO ZONTA - Stock Car Pro;10:54:41.206;18;18,0;1:22.361;82,361;;145,554;0,0;25.493;0,0;20.429;0,0;36.439;208,8;0.550
10;10 - RICARDO ZONTA - Stock Car Pro;10:56:03.694;19;19,0;1:22.488;82,488;;145,33;0,0;25.476;0,0;20.544;0,0;36.468;209,6;0.548
10;10 - RICARDO ZONTA - Stock Car Pro;10:57:26.328;20;20,0;1:22.634;82,634;;145,073;0,0;25.671;0,0;20.532;0,0;36.431;209,9;0.547
10;10 - RICARDO ZONTA - Stock Car Pro;10:58:48.991;21;21,0;1:22.663;82,663;;145,023;0,0;25.562;0,0;20.627;0,0;36.474;209,6;0.548
10;10 - RICARDO ZONTA - Stock Car Pro;11:00:11.806;22;22,0;1:22.815;82,815;;144,756;0,0;25.690;0,0;20.516;0,0;36.609;209,2;0.549
10;10 - RICARDO ZONTA - Stock Car Pro;11:01:35.269;23;23,0;1:23.463;83,463;;143,633;0,0;25.876;0,0;20.573;0,0;37.014;210,7;0.545
6;6 - HELIO CASTRONEVES - Stock Car Pro;10:30:26.933;1;1,0;1:32.914;92,914;;129,023;0,0;32.085;0,0;21.600;0,0;39.229;171,9;0.668
6;6 - HELIO CASTRONEVES - Stock Car Pro;10:31:51.830;2;2,0;1:24.897;84,897;;141,206;0,0;26.580;0,0;20.899;0,0;37.418;207,7;0.553
6;6 - HELIO CASTRONEVES - Stock Car Pro;10:33:16.910;3;3,0;1:25.080;85,08;;140,903;0,0;26.426;0,0;20.867;0,0;37.787;208,4;0.551
6;6 - HELIO CASTRONEVES - Stock Car Pro;10:34:43.092;4;4,0;1:26.182;86,182;;139,101;0,0;26.995;0,0;21.028;0,0;38.159;209,6;0.548
6;6 - HELIO CASTRONEVES - Stock Car Pro;10:36:08.191;5;5,0;1:25.099;85,099;;140,871;0,0;26.656;0,0;21.131;0,0;37.312;206,9;0.555
6;6 - HELIO CASTRONEVES - Stock Car Pro;10:37:31.063;6;6,0;1:22.872;82,872;;144,657;0,0;25.724;0,0;20.453;0,0;36.695;207,7;0.553
6;6 - HELIO CASTRONEVES - Stock Car Pro;10:38:53.929;7;7,0;1:22.866;82,866;;144,667;0,0;25.673;0,0;20.585;0,0;36.608;208,4;0.551
6;6 - HELIO CASTRONEVES - Stock Car Pro;10:40:17.281;8;8,0;1:23.352;83,352;;143,824;0,0;25.841;0,0;20.573;0,0;36.938;208,8;0.550
6;6 - HELIO CASTRONEVES - Stock Car Pro;10:41:40.406;9;9,0;1:23.125;83,125;;144,217;0,0;25.913;0,0;20.527;0,0;36.685;207,3;0.554
6;6 - HELIO CASTRONEVES - Stock Car Pro;10:43:03.709;10;10,0;1:23.303;83,303;;143,908;0,0;25.808;0,0;20.633;0,0;36.862;207,3;0.554
6;6 - HELIO CASTRONEVES - Stock Car Pro;10:45:03.168;11;11,0;1:59.459;119,459;43.160;100,352;0,0;25.912;0,0;20.565;;;206,5;0.556
6;6 - HELIO CASTRONEVES - Stock Car Pro;10:46:30.367;12;12,0;1:27.199;87,199;;137,479;;;0,0;20.583;0,0;36.771;;
6;6 - HELIO CASTRONEVES - Stock Car Pro;10:47:53.974;13;13,0;1:23.607;83,607;;143,385;0,0;25.915;0,0;20.887;0,0;36.805;205,4;0.559
6;6 - HELIO CASTRONEVES - Stock Car Pro;10:49:17.455;14;14,0;1:23.481;83,481;;143,602;0,0;25.824;0,0;20.647;0,0;37.010;206,2;0.557
6;6 - HELIO CASTRONEVES - Stock Car Pro;10:50:40.723;15;15,0;1:23.268;83,268;;143,969;0,0;25.834;0,0;20.842;0,0;36.592;206,2;0.557
6;6 - HELIO CASTRONEVES - Stock Car Pro;10:52:04.088;16;16,0;1:23.365;83,365;;143,801;0,0;25.800;0,0;20.603;0,0;36.962;206,5;0.556
6;6 - HELIO CASTRONEVES - Stock Car Pro;10:53:27.343;17;17,0;1:23.255;83,255;;143,991;0,0;25.841;0,0;20.629;0,0;36.785;206,9;0.555
6;6 - HELIO CASTRONEVES - Stock Car Pro;10:54:50.457;18;18,0;1:23.114;83,114;;144,236;0,0;25.789;0,0;20.612;0,0;36.713;208,0;0.552
6;6 - HELIO CASTRONEVES - Stock Car Pro;10:56:13.749;19;19,0;1:23.292;83,292;;143,927;0,0;25.826;0,0;20.733;0,0;36.733;208,0;0.552
6;6 - HELIO CASTRONEVES - Stock Car Pro;10:57:36.964;20;20,0;1:23.215;83,215;;144,061;0,0;25.725;0,0;20.680;0,0;36.810;207,7;0.553
6;6 - HELIO CASTRONEVES - Stock Car Pro;10:59:00.169;21;21,0;1:23.205;83,205;;144,078;0,0;25.755;0,0;20.628;0,0;36.822;207,7;0.553
6;6 - HELIO CASTRONEVES - Stock Car Pro;11:00:23.376;22;22,0;1:23.207;83,207;;144,074;0,0;25.778;0,0;20.633;0,0;36.796;207,7;0.553
6;6 - HELIO CASTRONEVES - Stock Car Pro;11:01:47.016;23;23,0;1:23.640;83,64;;143,329;0,0;25.835;0,0;20.693;0,0;37.112;208,0;0.552
24;24 - FELIPE BARTZ - Stock Car Pro Rookie;10:30:28.368;1;1,0;1:33.323;93,323;;128,457;0,0;31.617;0,0;23.423;0,0;38.283;178,6;0.643
24;24 - FELIPE BARTZ - Stock Car Pro Rookie;10:31:54.237;2;2,0;1:25.869;85,869;;139,608;0,0;27.107;0,0;21.092;0,0;37.670;205,8;0.558
24;24 - FELIPE BARTZ - Stock Car Pro Rookie;10:33:18.885;3;3,0;1:24.648;84,648;;141,622;0,0;26.455;0,0;20.930;0,0;37.263;204,7;0.561
24;24 - FELIPE BARTZ - Stock Car Pro Rookie;10:34:44.738;4;4,0;1:25.853;85,853;;139,634;0,0;27.163;0,0;21.141;0,0;37.549;206,9;0.555
24;24 - FELIPE BARTZ - Stock Car Pro Rookie;10:36:10.235;5;5,0;1:25.497;85,497;;140,215;0,0;26.295;0,0;21.052;0,0;38.150;205,8;0.558
24;24 - FELIPE BARTZ - Stock Car Pro Rookie;10:37:34.321;6;6,0;1:24.086;84,086;;142,568;0,0;26.211;0,0;20.857;0,0;37.018;205,8;0.558
24;24 - FELIPE BARTZ - Stock Car Pro Rookie;10:38:58.185;7;7,0;1:23.864;83,864;;142,946;0,0;25.937;0,0;20.673;0,0;37.254;205,1;0.560
24;24 - FELIPE BARTZ - Stock Car Pro Rookie;10:40:53.681;8;8,0;1:55.496;115,496;37.293;103,796;0,0;27.819;0,0;20.859;;;204,3;0.562
